,valor,bairro,zona,categoria,area,qtde_quartos,qtde_vagas,qtde_banheiros
65,220000.0,Colônia Terra Nova,Norte,Casas,250.0,2.0,2.0,2.0
66,462531.0,Flores,Centro-Sul,Apartamentos,85.0,3.0,2.0,3.0
67,230000.0,Ponta Negra,Oeste,Casas,297.0,3.0,2.0,2.0
68,600000.0,Nossa Senhora das Graças,Centro-Sul,Apartamentos,70.0,2.0,1.0,1.0
69,1500000.0,Ponta Negra,Oeste,Casas,298.0,4.0,4.0,4.0
70,430056.0,Cidade Nova,Norte,Casas,90.0,3.0,2.0,2.0
71,160000.0,Nova Cidade,Norte,Casas,130.0,2.0,5.0,3.0
72,350000.0,Da Paz,Centro-Oeste,Apartamentos,80.0,3.0,1.0,2.0
73,450000.0,Ponta Negra,Oeste,Casas,120.0,3.0,2.0,3.0
74,135000.0,Lago Azul,Norte,Apartamentos,44.0,2.0,1.0,1.0
75,160000.0,Colônia Terra Nova,Norte,Apartamentos,41.0,2.0,1.0,1.0
76,350000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,90.0,3.0,1.0,2.0
77,990000.0,Ponta Negra,Oeste,Casas,180.0,3.0,4.0,4.0
78,225000.0,Da Paz,Centro-Oeste,Apartamentos,42.0,2.0,1.0,1.0
79,460000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,82.0,2.0,2.0,2.0
80,1200000.0,Adrianópolis,Centro-Sul,Apartamentos,140.0,3.0,2.0,3.0
81,400000.0,Parque 10 de Novembro,Centro-Sul,Casas,350.0,3.0,3.0,3.0
82,1350000.0,Ponta Negra,Oeste,Casas,652.0,4.0,5.0,5.0
83,450000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,115.0,3.0,2.0,2.0
84,440000.0,Flores,Centro-Sul,Casas,169.0,3.0,4.0,4.0
85,849999.0,Colônia Terra Nova,Norte,Casas,175.0,3.0,4.0,5.0
86,650000.0,Flores,Centro-Sul,Apartamentos,127.0,3.0,2.0,3.0
87,1300000.0,Ponta Negra,Oeste,Apartamentos,153.0,3.0,2.0,5.0
88,1500000.0,Ponta Negra,Oeste,Casas,190.0,3.0,4.0,2.0
89,2900000.0,Adrianópolis,Centro-Sul,Casas,420.0,4.0,4.0,5.0
90,1500000.0,Ponta Negra,Oeste,Casas,245.0,3.0,2.0,4.0
91,3800000.0,Adrianópolis,Centro-Sul,Casas,742.0,4.0,4.0,5.0
92,620000.0,Parque 10 de Novembro,Centro-Sul,Casas,150.0,3.0,2.0,4.0
93,300000.0,Planalto,Centro-Oeste,Casas,400.0,2.0,4.0,2.0
94,95000.0,Cidade Nova,Norte,Casas,55.0,3.0,2.0,1.0
95,560000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,82.0,2.0,2.0,2.0
96,249003.0,Dom Pedro I,Centro-Oeste,Casas,122.0,3.0,2.0,1.0
97,160000.0,Ponta Negra,Oeste,Apartamentos,88.0,2.0,2.0,3.0
98,180000.0,Nova Cidade,Norte,Casas,90.0,2.0,2.0,3.0
100,180000.0,Tarumã-Açu,Oeste,Apartamentos,46.0,3.0,1.0,1.0
101,115000.0,Cidade Nova,Norte,Casas,35.0,1.0,3.0,1.0
102,650000.0,Dom Pedro I,Centro-Oeste,Apartamentos,101.0,3.0,2.0,3.0
103,902000.0,Tarumã,Oeste,Casas,170.0,3.0,5.0,3.0
104,180000.0,São José Operário,Leste,Apartamentos,55.0,2.0,1.0,1.0
105,440000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,100.0,3.0,3.0,2.0
106,260004.0,Cidade Nova,Norte,Casas,69.0,3.0,3.0,2.0
108,800000.0,Ponta Negra,Oeste,Apartamentos,132.0,3.0,3.0,4.0
109,160119.0,Flores,Centro-Sul,Casas,70.0,2.0,2.0,2.0
110,190002.0,Zumbi dos Palmares,Leste,Apartamentos,44.0,2.0,1.0,1.0
112,180132.0,Novo Aleixo,Norte,Casas,70.0,2.0,2.0,2.0
113,1200000.0,Dom Pedro I,Centro-Oeste,Casas,588.0,5.0,5.0,5.0
116,300000.0,Lírio do Vale,Oeste,Casas,75.0,2.0,1.0,2.0
117,330000.0,Flores,Centro-Sul,Casas,80.0,2.0,2.0,2.0
118,370000.0,Aleixo,Centro-Sul,Apartamentos,76.0,3.0,1.0,2.0
119,450000.0,Redenção,Centro-Oeste,Casas,250.0,4.0,4.0,3.0
121,490000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,80.0,3.0,2.0,2.0
122,2600000.0,Ponta Negra,Oeste,Casas,335.0,4.0,4.0,5.0
124,850000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,119.0,3.0,2.0,5.0
126,348101.0,Ponta Negra,Oeste,Apartamentos,66.0,2.0,1.0,2.0
127,600020.0,Flores,Centro-Sul,Casas,120.0,3.0,2.0,2.0
128,220000.0,São José Operário,Leste,Apartamentos,51.0,2.0,1.0,1.0
129,550000.0,Planalto,Centro-Oeste,Casas,200.0,3.0,4.0,2.0
131,6500000.0,Aleixo,Centro-Sul,Casas,670.0,5.0,4.0,5.0
132,425000.0,Dom Pedro I,Centro-Oeste,Apartamentos,64.0,2.0,1.0,2.0
134,1300000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,300.0,3.0,4.0,5.0
135,1400000.0,Ponta Negra,Oeste,Casas,260.0,4.0,4.0,5.0
136,1100001.0,Dom Pedro I,Centro-Oeste,Apartamentos,171.0,4.0,2.0,3.0
139,1350000.0,Ponta Negra,Oeste,Apartamentos,305.0,4.0,3.0,4.0
140,172855.0,Flores,Centro-Sul,Apartamentos,41.0,2.0,1.0,1.0
142,370000.0,Parque 10 de Novembro,Centro-Sul,Casas,90.0,3.0,2.0,2.0
145,2880000.0,Ponta Negra,Oeste,Casas,464.0,4.0,5.0,5.0
146,265003.0,Cidade Nova,Norte,Casas,86.0,3.0,2.0,2.0
147,620358.0,Parque 10 de Novembro,Centro-Sul,Casas,150.0,3.0,2.0,4.0
148,750000.0,Adrianópolis,Centro-Sul,Apartamentos,130.0,3.0,2.0,5.0
149,2750000.0,Chapada,Centro-Sul,Casas,400.0,3.0,2.0,5.0
150,1300000.0,Ponta Negra,Oeste,Apartamentos,169.0,3.0,3.0,4.0
151,1300000.0,Flores,Centro-Sul,Casas,215.0,1.0,3.0,4.0
153,600000.0,Nova Esperança,Oeste,Apartamentos,112.0,3.0,2.0,2.0
154,220162.0,Novo Aleixo,Norte,Casas,70.0,2.0,2.0,2.0
155,850000.0,Dom Pedro I,Centro-Oeste,Casas,400.0,5.0,4.0,5.0
156,520000.0,Ponta Negra,Oeste,Apartamentos,94.0,3.0,2.0,2.0
157,1300000.0,Adrianópolis,Centro-Sul,Apartamentos,150.0,3.0,3.0,4.0
158,280000.0,Flores,Centro-Sul,Apartamentos,52.0,2.0,1.0,2.0
160,988030.0,Ponta Negra,Oeste,Apartamentos,146.0,3.0,2.0,3.0
161,1600000.0,Ponta Negra,Oeste,Casas,600.0,4.0,4.0,4.0
163,50000.0,Cidade Nova,Norte,Apartamentos,42.0,2.0,1.0,1.0
164,800052.0,Ponta Negra,Oeste,Casas,190.0,3.0,4.0,5.0
165,170000.0,Tarumã-Açu,Oeste,Apartamentos,49.0,3.0,1.0,1.0
166,300000.0,Parque 10 de Novembro,Centro-Sul,Casas,350.0,4.0,3.0,3.0
167,1100000.0,Adrianópolis,Centro-Sul,Apartamentos,132.0,3.0,2.0,5.0
168,200000.0,Planalto,Centro-Oeste,Casas,300.0,3.0,3.0,2.0
169,695000.0,Santo Agostinho,Oeste,Casas,250.0,3.0,1.0,3.0
170,650010.0,Nossa Senhora das Graças,Centro-Sul,Casas,250.0,3.0,2.0,2.0
171,798000.0,Colônia Terra Nova,Norte,Casas,250.0,3.0,4.0,4.0
172,1990000.0,Ponta Negra,Oeste,Apartamentos,179.0,3.0,4.0,5.0
173,190000.0,Novo Aleixo,Norte,Casas,70.0,2.0,2.0,2.0
176,730000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,108.0,2.0,2.0,2.0
177,1300000.0,Aleixo,Centro-Sul,Casas,240.0,4.0,4.0,5.0
178,220000.0,Aleixo,Centro-Sul,Apartamentos,61.0,2.0,1.0,2.0
179,1276800.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,140.0,3.0,2.0,3.0
180,950000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,444.0,5.0,4.0,5.0
181,190000.0,Planalto,Centro-Oeste,Apartamentos,70.0,2.0,1.0,1.0
182,600000.0,Centro,Sul,Casas,17947.0,3.0,1.0,2.0
183,380000.0,Flores,Centro-Sul,Apartamentos,120.0,3.0,2.0,2.0
185,230000.0,Flores,Centro-Sul,Casas,200.0,2.0,2.0,2.0
188,135000.0,São Geraldo,Centro-Sul,Apartamentos,34.0,1.0,1.0,1.0
189,1731580.0,São Jorge,Oeste,Apartamentos,235.0,4.0,4.0,5.0
190,900000.0,Ponta Negra,Oeste,Casas,160.0,3.0,4.0,4.0
191,1400000.0,Ponta Negra,Oeste,Casas,220.0,3.0,4.0,5.0
193,180000.0,Lago Azul,Norte,Apartamentos,60.0,3.0,1.0,2.0
194,187131.0,Novo Aleixo,Norte,Apartamentos,50.0,3.0,1.0,1.0
195,400000.0,Cidade de Deus,Norte,Casas,250.0,2.0,5.0,2.0
196,270000.0,Tarumã,Oeste,Casas,45.0,2.0,2.0,1.0
198,760000.0,Nossa Senhora das Graças,Centro-Sul,Apartamentos,132.0,3.0,2.0,3.0
199,1200000.0,Aleixo,Centro-Sul,Apartamentos,155.0,3.0,3.0,4.0
200,220158.0,Novo Aleixo,Norte,Casas,80.0,2.0,2.0,2.0
201,230000.0,Chapada,Centro-Sul,Apartamentos,60.0,2.0,1.0,1.0
202,570000.0,Flores,Centro-Sul,Apartamentos,90.0,3.0,2.0,2.0
203,275000.0,Novo Aleixo,Norte,Apartamentos,65.0,2.0,1.0,2.0
205,159000.0,São José Operário,Leste,Casas,300.0,3.0,2.0,1.0
206,1800000.0,Ponta Negra,Oeste,Casas,428.0,3.0,5.0,5.0
207,110000.0,São Raimundo,Oeste,Apartamentos,48.0,2.0,5.0,1.0
208,1300000.0,Ponta Negra,Oeste,Casas,198.0,3.0,4.0,5.0
209,380000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,78.0,3.0,1.0,2.0
210,280000.0,Colônia Terra Nova,Norte,Apartamentos,74.0,3.0,2.0,2.0
211,1850000.0,Ponta Negra,Oeste,Casas,800.0,4.0,5.0,5.0
214,120000.0,Flores,Centro-Sul,Casas,96.0,2.0,1.0,1.0
215,2365000.0,Santo Antônio,Oeste,Apartamentos,215.0,4.0,3.0,5.0
216,400000.0,Flores,Centro-Sul,Casas,90.0,3.0,2.0,2.0
217,232790.0,Ponta Negra,Oeste,Apartamentos,46.0,2.0,1.0,1.0
218,290000.0,Colônia Santo Antônio,Norte,Casas,81.0,2.0,2.0,3.0
219,430000.0,Adrianópolis,Centro-Sul,Apartamentos,140.0,3.0,1.0,1.0
220,720000.0,Colônia Terra Nova,Norte,Casas,171.0,3.0,4.0,5.0
221,420000.0,Dom Pedro I,Centro-Oeste,Apartamentos,115.0,3.0,2.0,3.0
222,200000.0,Parque 10 de Novembro,Centro-Sul,Casas,350.0,3.0,3.0,3.0
223,255000.0,Flores,Centro-Sul,Casas,81.0,3.0,2.0,1.0
225,248000.0,Ponta Negra,Oeste,Apartamentos,48.0,2.0,1.0,1.0
227,300000.0,Planalto,Centro-Oeste,Casas,90.0,3.0,2.0,2.0
228,380000.0,Tarumã,Oeste,Casas,280.0,5.0,3.0,3.0
230,1200000.0,Aleixo,Centro-Sul,Apartamentos,155.0,3.0,3.0,5.0
232,350000.0,Japiim,Sul,Apartamentos,120.0,1.0,0.0,1.0
233,175000.0,Novo Aleixo,Norte,Casas,400.0,3.0,4.0,4.0
235,450000.0,Flores,Centro-Sul,Apartamentos,105.0,3.0,3.0,2.0
237,2300000.0,Ponta Negra,Oeste,Casas,300.0,4.0,4.0,5.0
238,800000.0,Flores,Centro-Sul,Apartamentos,131.0,3.0,3.0,5.0
239,400000.0,Novo Aleixo,Norte,Casas,200.0,3.0,2.0,3.0
240,500000.0,Centro,Sul,Apartamentos,79.0,3.0,2.0,2.0
242,620145.0,Parque 10 de Novembro,Centro-Sul,Casas,150.0,3.0,2.0,4.0
243,320000.0,Flores,Centro-Sul,Casas,90.0,3.0,2.0,1.0
245,280000.0,Colônia Santo Antônio,Norte,Casas,81.0,2.0,1.0,2.0
246,199000.0,Aleixo,Centro-Sul,Apartamentos,91.0,2.0,1.0,2.0
247,350000.0,Flores,Centro-Sul,Casas,95.0,2.0,2.0,2.0
248,350002.0,Cidade Nova,Norte,Casas,90.0,3.0,2.0,2.0
249,480000.0,Planalto,Centro-Oeste,Casas,49.0,2.0,2.0,2.0
250,1420000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,162.0,3.0,2.0,4.0
251,540000.0,Nossa Senhora das Graças,Centro-Sul,Apartamentos,70.0,2.0,2.0,2.0
252,164855.0,Flores,Centro-Sul,Apartamentos,42.0,2.0,1.0,1.0
253,370000.0,Parque 10 de Novembro,Centro-Sul,Casas,100.0,3.0,2.0,1.0
254,500000.0,Parque 10 de Novembro,Centro-Sul,Casas,85.0,3.0,2.0,2.0
255,135000.0,Tarumã-Açu,Oeste,Apartamentos,42.0,2.0,1.0,1.0
256,1700000.0,Ponta Negra,Oeste,Casas,1008.0,4.0,5.0,5.0
257,620057.0,Parque 10 de Novembro,Centro-Sul,Casas,150.0,3.0,2.0,4.0
258,150000.0,Flores,Centro-Sul,Apartamentos,65.0,2.0,1.0,1.0
259,350071.0,Cidade Nova,Norte,Casas,90.0,3.0,2.0,2.0
260,300000.0,Glória,Oeste,Casas,194.0,5.0,1.0,5.0
262,160254.0,Flores,Centro-Sul,Casas,80.0,2.0,2.0,2.0
263,40000.0,Santa Etelvina,Norte,Apartamentos,42.0,2.0,1.0,1.0
265,550000.0,Ponta Negra,Oeste,Casas,256.0,2.0,2.0,2.0
267,850000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,155.0,3.0,3.0,1.0
268,205000.0,Chapada,Centro-Sul,Apartamentos,50.0,2.0,1.0,1.0
269,480000.0,Nossa Senhora das Graças,Centro-Sul,Apartamentos,113.0,3.0,1.0,3.0
270,250000.0,Petrópolis,Sul,Casas,250.0,4.0,1.0,2.0
272,480000.0,Parque 10 de Novembro,Centro-Sul,Casas,300.0,4.0,2.0,3.0
273,60000.0,Compensa,Oeste,Casas,75.0,2.0,0.0,1.0
274,140000.0,Tarumã-Açu,Oeste,Apartamentos,49.0,3.0,1.0,1.0
275,3300000.0,Ponta Negra,Oeste,Casas,400.0,4.0,4.0,1.0
276,298400.0,Parque 10 de Novembro,Centro-Sul,Casas,80.0,2.0,2.0,2.0
278,780000.0,Nossa Senhora das Graças,Centro-Sul,Apartamentos,132.0,3.0,2.0,4.0
279,550000.0,Nossa Senhora das Graças,Centro-Sul,Apartamentos,65.0,3.0,2.0,2.0
281,1250000.0,Adrianópolis,Centro-Sul,Apartamentos,132.0,3.0,2.0,3.0
283,299000.0,Planalto,Centro-Oeste,Casas,155.0,5.0,2.0,4.0
284,270000.0,Flores,Centro-Sul,Apartamentos,60.0,2.0,1.0,1.0
285,189000.0,Da Paz,Centro-Oeste,Apartamentos,42.0,2.0,1.0,1.0
286,300000.0,Alvorada,Centro-Oeste,Apartamentos,59.0,2.0,1.0,2.0
288,2300000.0,Adrianópolis,Centro-Sul,Apartamentos,260.0,4.0,3.0,5.0
289,320000.0,Flores,Centro-Sul,Casas,350.0,4.0,4.0,5.0
290,1150000.0,Flores,Centro-Sul,Casas,313.0,4.0,4.0,3.0
291,580000.0,Parque 10 de Novembro,Centro-Sul,Casas,200.0,5.0,2.0,5.0
293,700000.0,Ponta Negra,Oeste,Casas,160.0,3.0,4.0,3.0
294,580010.0,Colônia Terra Nova,Norte,Casas,175.0,3.0,2.0,3.0
295,105000.0,Tarumã,Oeste,Apartamentos,42.0,2.0,1.0,1.0
296,150000.0,Lírio do Vale,Oeste,Casas,350.0,3.0,3.0,3.0
297,670000.0,Nova Esperança,Oeste,Apartamentos,112.0,3.0,1.0,2.0
298,250000.0,Da Paz,Centro-Oeste,Casas,300.0,2.0,5.0,2.0
300,430000.0,Centro,Sul,Apartamentos,152.0,2.0,2.0,2.0
301,149900.0,Jorge Teixeira,Leste,Casas,80.0,3.0,1.0,2.0
302,150000.0,Tarumã-Açu,Oeste,Apartamentos,50.0,3.0,1.0,2.0
303,1400000.0,Flores,Centro-Sul,Casas,190.0,3.0,3.0,4.0
305,1200000.0,Ponta Negra,Oeste,Casas,168.0,3.0,4.0,4.0
307,1300000.0,Aleixo,Centro-Sul,Casas,800.0,4.0,3.0,5.0
308,244000.0,Lírio do Vale,Oeste,Casas,81.0,3.0,2.0,1.0
309,270000.0,Flores,Centro-Sul,Apartamentos,65.0,2.0,1.0,2.0
310,85000.0,Nova Cidade,Norte,Casas,45.0,2.0,2.0,1.0
311,2300000.0,Tarumã,Oeste,Casas,500.0,4.0,4.0,5.0
312,280000.0,Monte das Oliveiras,Norte,Casas,120.0,2.0,4.0,3.0
313,450000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,72.0,2.0,2.0,2.0
314,191000.0,Cidade Nova,Norte,Casas,73.0,2.0,2.0,1.0
315,380000.0,Tarumã-Açu,Oeste,Casas,87.0,3.0,2.0,2.0
316,750000.0,Parque 10 de Novembro,Centro-Sul,Casas,300.0,4.0,3.0,2.0
317,480000.0,Aleixo,Centro-Sul,Apartamentos,150.0,3.0,2.0,3.0
318,500000.0,Flores,Centro-Sul,Casas,150.0,3.0,3.0,3.0
319,330000.0,Ponta Negra,Oeste,Apartamentos,56.0,2.0,1.0,1.0
320,65001.0,Tarumã,Oeste,Apartamentos,42.0,2.0,1.0,1.0
321,290000.0,Japiim,Sul,Casas,252.0,3.0,2.0,3.0
322,960000.0,Ponta Negra,Oeste,Casas,300.0,4.0,3.0,4.0
323,240000.0,Flores,Centro-Sul,Casas,60.0,2.0,2.0,2.0
324,320000.0,Ponta Negra,Oeste,Apartamentos,70.0,2.0,2.0,3.0
325,230000.0,Cidade Nova,Norte,Apartamentos,69.0,3.0,1.0,2.0
326,370000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,100.0,3.0,3.0,2.0
327,1150000.0,Ponta Negra,Oeste,Casas,220.0,3.0,4.0,5.0
328,167000.0,Tarumã,Oeste,Apartamentos,41.0,2.0,1.0,1.0
330,380128.0,Cidade Nova,Norte,Casas,100.0,3.0,2.0,2.0
331,269001.0,Cidade Nova,Norte,Casas,80.0,3.0,2.0,2.0
332,400000.0,Flores,Centro-Sul,Casas,90.0,3.0,2.0,2.0
333,2520369.0,Adrianópolis,Centro-Sul,Apartamentos,215.0,4.0,3.0,4.0
334,265131.0,Flores,Centro-Sul,Casas,90.0,3.0,2.0,2.0
335,380000.0,Flores,Centro-Sul,Apartamentos,59.0,2.0,2.0,2.0
336,780000.0,Nossa Senhora das Graças,Centro-Sul,Apartamentos,122.0,3.0,0.0,5.0
337,1100008.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,140.0,3.0,2.0,4.0
340,140000.0,Nova Cidade,Norte,Casas,50.0,2.0,1.0,1.0
341,1100000.0,Ponta Negra,Oeste,Casas,240.0,3.0,4.0,5.0
342,470000.0,Dom Pedro I,Centro-Oeste,Apartamentos,87.0,3.0,2.0,3.0
344,270000.0,Alvorada,Centro-Oeste,Casas,141.0,3.0,2.0,2.0
345,500020.0,Planalto,Centro-Oeste,Casas,220.0,3.0,3.0,2.0
346,276601.0,Tarumã,Oeste,Casas,45.0,2.0,1.0,1.0
347,220000.0,Novo Aleixo,Norte,Casas,150.0,4.0,4.0,2.0
349,150000.0,Japiim,Sul,Apartamentos,22.0,1.0,1.0,1.0
350,600000.0,Vila da Prata,Oeste,Casas,310.0,4.0,4.0,5.0
351,269000.0,São José Operário,Leste,Apartamentos,71.0,3.0,1.0,2.0
353,260000.0,Flores,Centro-Sul,Casas,81.0,3.0,2.0,1.0
354,470000.0,Dom Pedro I,Centro-Oeste,Apartamentos,84.0,3.0,1.0,2.0
356,900000.0,Ponta Negra,Oeste,Casas,198.0,3.0,2.0,4.0
357,1700000.0,Ponta Negra,Oeste,Casas,428.0,3.0,5.0,5.0
358,360007.0,Parque 10 de Novembro,Centro-Sul,Casas,230.0,3.0,2.0,2.0
359,1150000.0,Nossa Senhora das Graças,Centro-Sul,Apartamentos,180.0,4.0,3.0,5.0
360,550000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,105.0,3.0,2.0,3.0
361,2200000.0,Aleixo,Centro-Sul,Casas,525.0,4.0,5.0,5.0
362,200000.0,Coroado,Leste,Casas,120.0,3.0,3.0,3.0
363,330000.0,Ponta Negra,Oeste,Casas,200.0,4.0,1.0,1.0
365,980000.0,Vila da Prata,Oeste,Casas,325.0,5.0,2.0,5.0
366,550000.0,Alvorada,Centro-Oeste,Casas,238.0,5.0,2.0,3.0
367,258400.0,Ponta Negra,Oeste,Apartamentos,51.0,2.0,1.0,2.0
368,450000.0,Tarumã-Açu,Oeste,Casas,71.0,3.0,1.0,1.0
370,1100000.0,Parque 10 de Novembro,Centro-Sul,Casas,174.0,3.0,4.0,5.0
374,1390000.0,Ponta Negra,Oeste,Casas,246.0,4.0,4.0,5.0
375,650000.0,Novo Aleixo,Norte,Casas,140.0,3.0,2.0,1.0
377,745000.0,Aleixo,Centro-Sul,Casas,198.0,4.0,5.0,5.0
378,2700000.0,Ponta Negra,Oeste,Apartamentos,240.0,4.0,4.0,5.0
379,230000.0,Novo Aleixo,Norte,Casas,64.0,2.0,2.0,2.0
380,219000.0,Tarumã-Açu,Oeste,Casas,52.0,2.0,2.0,2.0
382,700000.0,Novo Israel,Norte,Casas,170.0,4.0,4.0,1.0
385,850000.0,Ponta Negra,Oeste,Casas,165.0,3.0,4.0,3.0
386,241000.0,Ponta Negra,Oeste,Apartamentos,50.0,2.0,1.0,2.0
387,155002.0,Flores,Centro-Sul,Casas,50.0,2.0,1.0,1.0
388,265007.0,Flores,Centro-Sul,Casas,85.0,3.0,2.0,2.0
389,2000000.0,Ponta Negra,Oeste,Casas,402.0,4.0,5.0,5.0
390,550000.0,Ponta Negra,Oeste,Apartamentos,67.0,2.0,1.0,2.0
391,700018.0,Ponta Negra,Oeste,Casas,170.0,3.0,2.0,4.0
392,1250000.0,Ponta Negra,Oeste,Apartamentos,169.0,4.0,3.0,4.0
393,1439000.0,Ponta Negra,Oeste,Apartamentos,169.0,4.0,3.0,5.0
395,380000.0,Aleixo,Centro-Sul,Casas,120.0,3.0,2.0,2.0
396,850000.0,Aleixo,Centro-Sul,Casas,600.0,4.0,1.0,2.0
397,415000.0,Santo Antônio,Oeste,Casas,226.0,5.0,3.0,5.0
398,475000.0,Flores,Centro-Sul,Apartamentos,70.0,2.0,2.0,2.0
399,244000.0,Lírio do Vale,Oeste,Casas,81.0,3.0,2.0,1.0
400,160000.0,Lírio do Vale,Oeste,Apartamentos,41.0,2.0,1.0,1.0
401,55000.0,Monte das Oliveiras,Norte,Casas,150.0,2.0,1.0,2.0
403,3000000.0,Adrianópolis,Centro-Sul,Apartamentos,310.0,3.0,0.0,4.0
404,250030.0,Aleixo,Centro-Sul,Apartamentos,74.0,2.0,1.0,2.0
406,530000.0,Ponta Negra,Oeste,Apartamentos,81.0,2.0,1.0,1.0
407,1100000.0,Flores,Centro-Sul,Casas,228.0,2.0,4.0,4.0
408,1540000.0,Ponta Negra,Oeste,Apartamentos,152.0,3.0,3.0,5.0
410,620129.0,Parque 10 de Novembro,Centro-Sul,Casas,150.0,3.0,2.0,4.0
411,231990.0,Ponta Negra,Oeste,Apartamentos,47.0,2.0,1.0,1.0
412,244206.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,48.0,2.0,1.0,2.0
414,300000.0,Flores,Centro-Sul,Casas,60.0,2.0,2.0,1.0
415,520000.0,Parque 10 de Novembro,Centro-Sul,Casas,140.0,3.0,4.0,1.0
417,375000.0,Santo Agostinho,Oeste,Casas,59.0,2.0,2.0,1.0
419,509900.0,Vila da Prata,Oeste,Apartamentos,71.0,2.0,1.0,2.0
420,1290002.0,Nossa Senhora das Graças,Centro-Sul,Apartamentos,190.0,3.0,3.0,4.0
421,270000.0,Raiz,Sul,Apartamentos,100.0,3.0,1.0,2.0
422,75000.0,Colônia Terra Nova,Norte,Casas,50.0,2.0,1.0,1.0
423,890000.0,Dom Pedro I,Centro-Oeste,Apartamentos,133.0,3.0,2.0,3.0
424,2000000.0,Da Paz,Centro-Oeste,Casas,452.0,5.0,4.0,4.0
425,100000.0,Alvorada,Centro-Oeste,Casas,55.0,2.0,1.0,2.0
426,550000.0,Dom Pedro I,Centro-Oeste,Casas,300.0,3.0,4.0,4.0
427,4500000.0,Ponta Negra,Oeste,Casas,550.0,5.0,5.0,5.0
428,390000.0,Nossa Senhora Aparecida,Sul,Apartamentos,102.0,3.0,2.0,2.0
429,280000.0,Tarumã-Açu,Oeste,Casas,45.0,2.0,2.0,1.0
431,244003.0,Lírio do Vale,Oeste,Casas,88.0,3.0,2.0,2.0
432,1600000.0,Ponta Negra,Oeste,Apartamentos,178.0,4.0,3.0,5.0
433,580000.0,Planalto,Centro-Oeste,Casas,164.0,2.0,3.0,2.0
435,280000.0,Nova Cidade,Norte,Casas,100.0,2.0,5.0,2.0
436,780000.0,Adrianópolis,Centro-Sul,Casas,390.0,5.0,4.0,5.0
438,2250000.0,Ponta Negra,Oeste,Casas,360.0,4.0,4.0,5.0
439,850000.0,Ponta Negra,Oeste,Casas,180.0,3.0,4.0,4.0
440,150000.0,Flores,Centro-Sul,Apartamentos,65.0,2.0,1.0,1.0
442,780000.0,Ponta Negra,Oeste,Apartamentos,127.0,2.0,2.0,3.0
443,155003.0,Flores,Centro-Sul,Casas,50.0,2.0,2.0,2.0
444,1650000.0,Ponta Negra,Oeste,Casas,314.0,4.0,4.0,5.0
446,400000.0,Novo Aleixo,Norte,Casas,100.0,3.0,2.0,2.0
447,680000.0,Dom Pedro I,Centro-Oeste,Apartamentos,96.0,3.0,2.0,2.0
448,3000000.0,Ponta Negra,Oeste,Apartamentos,659.0,4.0,4.0,5.0
449,331000.0,Novo Aleixo,Norte,Casas,86.0,3.0,2.0,2.0
450,5500000.0,Nossa Senhora das Graças,Centro-Sul,Casas,2650.0,4.0,5.0,5.0
451,450000.0,Japiim,Sul,Casas,220.0,5.0,4.0,4.0
452,1100000.0,Nossa Senhora das Graças,Centro-Sul,Apartamentos,230.0,3.0,3.0,4.0
453,5000000.0,Nossa Senhora das Graças,Centro-Sul,Casas,1200.0,3.0,2.0,2.0
454,500000.0,Lírio do Vale,Oeste,Casas,630.0,5.0,2.0,5.0
455,45000.0,Nova Cidade,Norte,Casas,100.0,2.0,2.0,2.0
457,1100000.0,Aleixo,Centro-Sul,Casas,250.0,3.0,4.0,4.0
459,220129.0,Novo Aleixo,Norte,Casas,70.0,2.0,2.0,2.0
460,660000.0,Compensa,Oeste,Apartamentos,180.0,3.0,2.0,1.0
461,380000.0,Dom Pedro I,Centro-Oeste,Casas,90.0,3.0,3.0,2.0
462,1499000.0,Ponta Negra,Oeste,Casas,275.0,4.0,5.0,5.0
464,950000.0,Aleixo,Centro-Sul,Apartamentos,153.0,3.0,2.0,5.0
465,280000.0,Nova Cidade,Norte,Casas,160.0,1.0,5.0,2.0
469,1300009.0,Ponta Negra,Oeste,Apartamentos,150.0,3.0,2.0,5.0
470,454000.0,Flores,Centro-Sul,Apartamentos,79.0,3.0,2.0,2.0
471,520000.0,Parque 10 de Novembro,Centro-Sul,Casas,300.0,3.0,3.0,3.0
