valor,cep,cidade,bairro,zona,logradouro,categoria,area,qtde_quartos,qtde_vagas,qtde_banheiros
150000,69057000,Manaus,Adrianópolis,Centro-Sul,Avenida Mário Ypiranga - até 436/437,Casas,400,3,3,3
620128,69054000,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Dom João VI,Casas,150,3,2,4
200000,69057021,Manaus,Adrianópolis,Centro-Sul,Avenida Paraíba - de 1 ao fim - lado ímpar,Apartamentos,55,2,1,1
400000,69054000,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Dom João VI,Apartamentos,69,2,1,1
385000,69054700,Manaus,Parque 10 de Novembro,Centro-Sul,Avenida Tancredo Neves - de 1079/1080 a 1859/1860,Casas,238,3,3,4
40000,69078712,Manaus,Japiim,Sul,Rua da Paz,Casas,null,2,null,1
270128,69058000,Manaus,Flores,Centro-Sul,Conjunto Anavilhanas,Casas,70,2,2,2
250000,69098449,Manaus,Novo Aleixo,Norte,Rua Heisei,Casas,54,2,2,2
280132,69098000,Manaus,Novo Aleixo,Norte,Rua Cariré,Casas,90,3,2,2
250000,69099762,Manaus,Novo Aleixo,Norte,Rua José Romão,Apartamentos,45,2,1,2
385000,null,null,null,null,null,Apartamentos,55,2,1,1
700000,69067380,Manaus,Petrópolis,Sul,Rua Gama de Abreu,Apartamentos,400,5,0,5
120000,69041360,Manaus,Tarumã,Oeste,Travessa Canoa Quebrada,Apartamentos,60,2,1,1
330008,69041010,Manaus,Tarumã,Oeste,Avenida do Turismo,Casas,102,3,4,3
650000,69023250,Manaus,Tarumã-Açu,Oeste,Avenida Saíra Amarela,Casas,72,3,2,2
314390,69044000,Manaus,Planalto,Centro-Oeste,Avenida Desembargador João Machado - até 1063/1064,Apartamentos,55,2,1,2
320000,69029120,Manaus,Santo Antônio,Oeste,Avenida Padre Agostinho Caballero Martin,Apartamentos,66,2,1,2
650000,69040340,Manaus,Dom Pedro I,Centro-Oeste,Rua Rita G. Barros,Apartamentos,100,3,2,2
85000,69005141,Manaus,Centro,Sul,Avenida 7 de Setembro - de 890 a 1182 - lado par,Apartamentos,53,1,null,1
247600,69044000,Manaus,Planalto,Centro-Oeste,Avenida Desembargador João Machado - até 1063/1064,Apartamentos,51,2,1,2
460000,null,null,null,null,null,Casas,200,5,5,3
70000,69099005,Manaus,Novo Aleixo,Norte,Rua Cambará,Casas,25,2,0,1
600000,69040690,Manaus,Dom Pedro I,Centro-Oeste,Rua Martim Afonso de Souza,Casas,300,4,2,5
140000,69023097,Manaus,Tarumã-Açu,Oeste,Rua Mutum do Norte,Apartamentos,50,3,1,1
366000,69096280,Manaus,Cidade Nova,Norte,Rua São Lourenço,Casas,213,3,1,2
800000,69085288,Manaus,São José Operário,Leste,Rua José Romão,Casas,300,3,5,4
1500000,69040270,Manaus,Dom Pedro I,Centro-Oeste,Avenida Jacira Reis - de 1/2 ao fim,Apartamentos,133,2,2,3
1190000,69037144,Manaus,Ponta Negra,Oeste,Avenida Frederico Baird,Casas,225,4,3,3
95000,69097315,Manaus,Nova Cidade,Norte,Avenida Nepal,Casas,128,2,2,2
490000,69058828,Manaus,Flores,Centro-Sul,Rua Jorge Luiz Milani,Apartamentos,116,3,2,2
1390000,69037225,Manaus,Ponta Negra,Oeste,Avenida José Augusto Loureiro,Casas,246,4,5,5
250000,69086620,Manaus,São José Operário,Leste,Rua Rio Bauana - de 309/310 a 603/604,Apartamentos,70,2,1,1
null,69015595,Manaus,Colônia Terra Nova,Norte,Rua Morada Cristã,Casas,null,2,1,2
280000,69093383,Manaus,Colônia Santo Antônio,Norte,Rua Aurélio de Lira,Casas,360,4,5,3
1500129,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Casas,170,3,2,4
3000000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Casas,600,4,5,5
305000,69020010,Manaus,Centro,Sul,Avenida Getúlio Vargas - até 719/720,Casas,104,4,null,3
430000,69095014,Manaus,Cidade Nova,Norte,Avenida das Torres - até 1696 - lado par,Casas,300,4,5,3
380000,69058121,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Visconde de Pedra Branca,Casas,81,3,2,2
270099,69058000,Manaus,Flores,Centro-Sul,Conjunto Anavilhanas,Casas,75,2,2,2
800000,69046000,Manaus,Alvorada,Centro-Oeste,Avenida Cravina dos Poetas,Casas,276,5,2,4
170000,69021110,Manaus,Tarumã,Oeste,Rua Violeta Menescal,Apartamentos,41,2,1,2
1500265,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Casas,150,3,2,4
170000,69098298,Manaus,Novo Aleixo,Norte,Rua Caiapó,Casas,250,3,3,2
619900,69053120,Manaus,Nossa Senhora das Graças,Centro-Sul,Avenida Rio Guamá,Apartamentos,164,4,2,5
4500000,69037005,Manaus,Ponta Negra,Oeste,Avenida do Turismo,Casas,800,5,4,5
270002,69099085,Manaus,Cidade de Deus,Norte,Rua Naim,Casas,200,3,2,2
231990,69037005,Manaus,Ponta Negra,Oeste,Avenida do Turismo,Apartamentos,46,2,1,1
680000,69057040,Manaus,Adrianópolis,Centro-Sul,Rua Salvador,Apartamentos,96,3,2,3
300000,69093415,Manaus,Colônia Terra Nova,Norte,Avenida Torquato Tapajós,Apartamentos,73,3,1,2
360000,69055090,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Professor Castelo Branco,Apartamentos,70,2,1,2
140000,69018150,Manaus,Lago Azul,Norte,Avenida Comendador José Cruz,Apartamentos,42,2,1,1
650010,69040220,Manaus,Dom Pedro I,Centro-Oeste,Rua Acariquara,Casas,600,5,3,5
680000,69041460,Manaus,Tarumã,Oeste,Rua Sino Azul,Casas,200,3,3,4
110000,69041360,Manaus,Tarumã,Oeste,Travessa Canoa Quebrada,Apartamentos,42,2,1,1
1300001,69037090,Manaus,Ponta Negra,Oeste,Alameda Antônio Gomide,Casas,500,4,5,5
200000,69058030,Manaus,Flores,Centro-Sul,Avenida Professor Nilton Lins,Casas,140,2,2,3
270000,69058010,Manaus,Flores,Centro-Sul,Rua Marquês de Caravelas,Casas,65,2,2,2
730000,69055021,Manaus,Parque 10 de Novembro,Centro-Sul,Avenida Maneca Marques,Apartamentos,134,3,2,3
159000,69084000,Manaus,Zumbi dos Palmares,Leste,Rua Rio Badajós,Apartamentos,43,2,1,1
180000,69060458,Manaus,Aleixo,Centro-Sul,Rua Anamã,Casas,null,3,null,null
500000,69042050,Manaus,Alvorada,Centro-Oeste,Rua Professora Lea Alencar - de 111/112 a 1659/1660,Casas,363,4,5,4
900000,69058030,Manaus,Flores,Centro-Sul,Avenida Professor Nilton Lins,Casas,210,4,4,5
1050000,69040465,Manaus,Dom Pedro I,Centro-Oeste,Rua Alexandre de Moura,Casas,300,4,2,5
990000,69054260,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Maroaga,Casas,360,4,4,5
150000,69088028,Manaus,Jorge Teixeira,Leste,Rua Cravinho (4ª Etapa),Casas,90,2,null,2
898346,69037061,Manaus,Ponta Negra,Oeste,Alameda Zaire,Apartamentos,123,3,2,2
200000,69021005,Manaus,Tarumã,Oeste,Avenida Dona Otília,Apartamentos,65,2,1,1
480000,69037042,Manaus,Ponta Negra,Oeste,Rua Raimundo Nonato de Castro,Apartamentos,81,3,1,2
741950,69037144,Manaus,Ponta Negra,Oeste,Avenida Frederico Baird,Casas,145,3,2,3
300000,69078450,Manaus,Japiim,Sul,Rua Afonso de Albuquerque,Casas,200,5,1,4
348150,69037255,Manaus,Ponta Negra,Oeste,Avenida Thales Loureiro,Apartamentos,60,3,2,1
880000,69037005,Manaus,Ponta Negra,Oeste,Avenida do Turismo,Casas,275,3,5,5
170000,null,null,null,null,null,Casas,130,3,2,2
265005,69090000,Manaus,Cidade Nova,Norte,Avenida Noel Nutels - até 849/850,Casas,82,3,2,2
790000,69058580,Manaus,Flores,Centro-Sul,Rua Marquês de Tamandaré,Apartamentos,190,4,2,4
85000,69088120,Manaus,Jorge Teixeira,Leste,Rua das Camélias,Casas,60,3,2,2
1111111,69092410,Manaus,Nova Cidade,Norte,Rua Monte Albert,Casas,30,1,null,1
990000,69040003,Manaus,Dom Pedro I,Centro-Oeste,Condomínio Jardim Encontro das Águas (Cond Jd Enc Águas),Casas,310,4,2,5
50000,69093415,Manaus,Colônia Terra Nova,Norte,Avenida Torquato Tapajós,Casas,50,2,2,1
370000,69054040,Manaus,Parque 10 de Novembro,Centro-Sul,Avenida Tancredo Neves - até 859/860,Casas,100,3,2,2
null,69054724,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Albert Sabin,Apartamentos,54,2,1,2
2400001,69037225,Manaus,Ponta Negra,Oeste,Avenida José Augusto Loureiro,Apartamentos,320,3,4,4
380000,69040000,Manaus,Dom Pedro I,Centro-Oeste,Avenida Pedro Teixeira,Apartamentos,64,2,1,1
2500000,null,null,null,null,null,Apartamentos,340,5,3,5
859000,69037005,Manaus,Ponta Negra,Oeste,Avenida do Turismo,Casas,10,3,null,4
700000,69037145,Manaus,Ponta Negra,Oeste,Alameda Carlota Bonfim,Casas,275,3,4,4
650000,null,null,null,null,null,Casas,457,5,5,4
58000,69093797,Manaus,Monte das Oliveiras,Norte,Rua Cacto Azul,Casas,25,3,2,2
520000,69054300,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Gil Nogueira,Casas,140,3,3,3
280128,69098000,Manaus,Novo Aleixo,Norte,Rua Cariré,Casas,90,3,2,2
351000,69043400,Manaus,Alvorada,Centro-Oeste,Rua João Siqueira Ramos,Casas,100,3,5,1
900000,69058904,Manaus,Flores,Centro-Sul,Rua Marquês do Maranhão,Casas,213,3,3,3
480000,69053140,Manaus,Nossa Senhora das Graças,Centro-Sul,Avenida João Valério,Apartamentos,140,3,2,2
97000,69000000,Manaus,Centro,Sul,null,Casas,167,2,2,1
450000,69010300,Manaus,Nossa Senhora Aparecida,Sul,Rua Alexandre Amorim,Casas,215,5,5,3
495000,69028030,Manaus,Flores,Centro-Sul,Rua México,Casas,450,3,5,1
135000,69023000,Manaus,Tarumã-Açu,Oeste,Avenida Peixe Cavalo,Apartamentos,56,3,1,1
160129,69058000,Manaus,Flores,Centro-Sul,Conjunto Anavilhanas,Casas,70,2,2,2
250000,null,null,null,null,null,Casas,128,3,1,2
null,69020050,Manaus,Centro,Sul,Rua Ipixuna,Casas,null,5,null,5
850000,69040270,Manaus,Dom Pedro I,Centro-Oeste,Avenida Jacira Reis - de 1/2 ao fim,Apartamentos,127,4,2,3
40000,69010970,Manaus,Centro,Sul,Rua do Congresso,Casas,null,2,null,1
550000,69049000,Manaus,Da Paz,Centro-Oeste,Alameda Santos Dumont,Casas,100,3,5,4
260000,69037063,Manaus,Ponta Negra,Oeste,Alameda Albânia,Apartamentos,51,1,1,2
282580,69037255,Manaus,Ponta Negra,Oeste,Avenida Thales Loureiro,Apartamentos,53,2,1,2
null,69050030,Manaus,Parque 10 de Novembro,Centro-Sul,Avenida Mário Ypiranga - de 2386/2387 ao fim,Apartamentos,145,3,2,4
380129,69097000,Manaus,Cidade Nova,Norte,Rua Padre João Ribeiro,Casas,90,3,2,2
123000,69023022,Manaus,Tarumã-Açu,Oeste,Rua dos Tigres,Apartamentos,46,2,1,1
160900,69037144,Manaus,Ponta Negra,Oeste,Avenida Frederico Baird,Apartamentos,41,2,2,1
5500000,69060081,Manaus,Aleixo,Centro-Sul,Avenida José de Arimatéia,Casas,755,4,null,4
1800000,69060020,Manaus,Aleixo,Centro-Sul,Avenida Ephigênio Salles,Casas,291,3,3,4
240000,69010160,Manaus,Centro,Sul,Avenida Constantino Nery - até 1106/1107,Apartamentos,73,2,1,2
220001,69094260,Manaus,Cidade Nova,Norte,Rua Coronel Monteiro Tapajós,Casas,90,2,3,2
350000,69044603,Manaus,Planalto,Centro-Oeste,Travessa Evaldo Braga,Apartamentos,72,3,1,2
398590,69037204,Manaus,Ponta Negra,Oeste,Avenida Transversal Fernando Cruz,Apartamentos,63,2,1,1
135,69090003,Manaus,Cidade Nova,Norte,Rua Acurana,Apartamentos,40,2,3,1
509000,69058411,Manaus,Flores,Centro-Sul,Rua Goiás,Apartamentos,84,3,2,1
680000,69060081,Manaus,Aleixo,Centro-Sul,Avenida José de Arimatéia,Apartamentos,86,2,2,2
125000,69093010,Manaus,Colônia Santo Antônio,Norte,Rua Almirante Barroso,Casas,94,2,2,1
80000,69084300,Manaus,Zumbi dos Palmares,Leste,Rua Professora Júlia Rego,Casas,null,0,0,0
780000,69055680,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Angélica Motta,Casas,156,3,3,3
450000,69083010,Manaus,Aleixo,Centro-Sul,Rua Constelação de Gêmeos,Casas,287,4,3,2
1400000,69050430,Manaus,Parque 10 de Novembro,Centro-Sul,Alameda Dona Júlia Martins,Casas,357,5,5,2
350000,69092070,Manaus,Nova Cidade,Norte,Rua Botelho de Oliveira,Casas,380,3,5,1
179590,69044000,Manaus,Planalto,Centro-Oeste,Avenida Desembargador João Machado - até 1063/1064,Apartamentos,38,2,1,1
930000,69040000,Manaus,Dom Pedro I,Centro-Oeste,Avenida Pedro Teixeira,Apartamentos,127,4,2,4
880000,69057000,Manaus,Adrianópolis,Centro-Sul,Avenida Mário Ypiranga - até 436/437,Apartamentos,131,3,2,4
2100000,69057002,Manaus,Adrianópolis,Centro-Sul,Avenida Mário Ypiranga - de 1087/1088 a 2275/2276,Apartamentos,162,3,4,4
1180000,69037057,Manaus,Ponta Negra,Oeste,Alameda Alaska,Apartamentos,127,3,3,3
200000,69060760,Manaus,Aleixo,Centro-Sul,Conjunto Parque dos Rios II,Apartamentos,57,2,1,1
175000,69036240,Manaus,Compensa,Oeste,Rua Cecília Bernardo Cabral,Apartamentos,75,3,2,2
343276,69037235,Manaus,Ponta Negra,Oeste,Rua Areal Souto,Casas,59,2,1,2
300000,69097163,Manaus,Cidade Nova,Norte,Rua Barbosa Machado,Casas,113,2,2,2
90000,69047051,Manaus,Redenção,Centro-Oeste,Rua Ponta Pora,Casas,null,3,null,null
168000,69039125,Manaus,Novo Israel,Norte,Avenida Torquato Tapajós,Apartamentos,41,2,1,1
850000,69060085,Manaus,Aleixo,Centro-Sul,Avenida Via Láctea,Apartamentos,138,3,2,4
1400000,69037061,Manaus,Ponta Negra,Oeste,Alameda Zaire,Apartamentos,169,4,3,4
850000,69037155,Manaus,Ponta Negra,Oeste,Rua Mediterrâneo,Casas,245,3,4,1
470000,69040000,Manaus,Dom Pedro I,Centro-Oeste,Avenida Pedro Teixeira,Apartamentos,84,3,1,1
545000,null,null,null,null,null,Apartamentos,125,3,2,2
1250000,69054285,Manaus,Parque 10 de Novembro,Centro-Sul,Avenida Governador José Lindoso - lado par,Casas,318,5,5,5
180010,69097768,Manaus,Cidade Nova,Norte,Rua 79,Casas,128,3,1,2
204628,69037043,Manaus,Ponta Negra,Oeste,Rua Francisco Loureiro,Apartamentos,55,2,1,2
150000,69054650,Manaus,Parque 10 de Novembro,Centro-Sul,Rua dos Japoneses,Casas,350,3,3,3
590000,null,null,null,null,null,Apartamentos,92,3,2,3
null,69040040,Manaus,Dom Pedro I,Centro-Oeste,null,Apartamentos,102,3,2,3
250000,null,null,null,null,null,Casas,200,3,3,2
690000,69093415,Manaus,Colônia Terra Nova,Norte,Avenida Torquato Tapajós,Casas,140,3,2,4
950000,69055000,Manaus,Parque 10 de Novembro,Centro-Sul,Rua do Comércio,Casas,500,4,null,3
1400005,69037090,Manaus,Ponta Negra,Oeste,Alameda Antônio Gomide,Casas,230,3,5,4
65000,69086129,Manaus,Gilberto Mestrinho,Leste,Rua Raul Pavon,Apartamentos,65,2,null,1
null,69080260,Manaus,Coroado,Leste,Beco Agapanto,Casas,null,4,null,null
35000,69018670,Manaus,Lago Azul,Norte,Rua Jamandi (Res V Melhor - 2ª Etapa),Apartamentos,null,2,1,1
1800001,69040611,Manaus,Chapada,Centro-Sul,Rua Marechal Odílio Denis (Prq Aripuanã),Casas,220,3,3,4
259000,69058740,Manaus,Flores,Centro-Sul,Rua Visconde de Jequitinhonha,Casas,110,2,2,2
2200000,69058030,Manaus,Flores,Centro-Sul,Avenida Professor Nilton Lins,Casas,890,1,5,2
1150000,69037145,Manaus,Ponta Negra,Oeste,Alameda Carlota Bonfim,Casas,180,3,4,4
150000,69097000,Manaus,Cidade Nova,Norte,Rua Padre João Ribeiro,Casas,999,2,2,2
350000,69049320,Manaus,Redenção,Centro-Oeste,Rua Estanislau J.Milhares,Casas,null,3,null,2
450000,69023001,Manaus,Tarumã-Açu,Oeste,Avenida do Turismo,Casas,225,3,2,2
1400000,69093900,Manaus,Colônia Terra Nova,Norte,Avenida Torquato Tapajós,Casas,230,4,2,5
200000,69057001,Manaus,Adrianópolis,Centro-Sul,Avenida Mário Ypiranga - de 438/439 a 1085/1086,Apartamentos,27,1,1,1
85000,69086656,Manaus,Gilberto Mestrinho,Leste,Rua Cruzeiro,Casas,105,4,2,2
1300000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,134,3,2,4
220000,69095000,Manaus,Cidade Nova,Norte,Avenida Noel Nutels - de 851/852 a 2399/2400,Apartamentos,66,2,1,1
7500000,69037144,Manaus,Ponta Negra,Oeste,Avenida Frederico Baird,Casas,null,5,null,null
243690,69037064,Manaus,Ponta Negra,Oeste,Alameda Austrália,Apartamentos,47,2,1,1
470000,69055705,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Professor Samuel Benchimol,Apartamentos,70,2,null,2
28000,69086397,Manaus,São José Operário,Leste,Rua Leonora Armstrong,Casas,null,3,0,2
600000,69093900,Manaus,Colônia Terra Nova,Norte,Avenida Torquato Tapajós,Casas,165,3,4,4
380130,69097000,Manaus,Cidade Nova,Norte,Rua Padre João Ribeiro,Casas,70,3,2,2
650004,69037155,Manaus,Ponta Negra,Oeste,Rua Mediterrâneo,Casas,145,3,4,4
370000,69082000,Manaus,Coroado,Leste,Rua Cristo Rei,Apartamentos,74,3,1,2
300000,69058810,Manaus,Flores,Centro-Sul,null,Casas,60,2,2,1
300000,69018100,Manaus,Lago Azul,Norte,Rua Dona Debla Henriques,Casas,119,2,5,1
876700,69037061,Manaus,Ponta Negra,Oeste,Alameda Zaire,Apartamentos,123,3,2,3
520000,69023250,Manaus,Tarumã-Açu,Oeste,Avenida Saíra Amarela,Casas,120,3,3,3
550000,69058828,Manaus,Flores,Centro-Sul,Rua Jorge Luiz Milani,Apartamentos,136,3,2,3
240000,69039170,Manaus,Novo Israel,Norte,Rua Arca da Aliança - até 909/910,Casas,600,4,null,2
65000,69086129,Manaus,Gilberto Mestrinho,Leste,Rua Raul Pavon,Apartamentos,45,2,1,2
344000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,66,2,1,2
430000,69054672,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Misushiro,Apartamentos,82,3,2,3
670000,69055021,Manaus,Parque 10 de Novembro,Centro-Sul,Avenida Maneca Marques,Apartamentos,104,3,2,2
590000,69054700,Manaus,Parque 10 de Novembro,Centro-Sul,Avenida Tancredo Neves - de 1079/1080 a 1859/1860,Apartamentos,286,3,3,5
390000,69055000,Manaus,Parque 10 de Novembro,Centro-Sul,Rua do Comércio,Casas,200,4,2,3
380000,69098052,Manaus,Novo Aleixo,Norte,Rua Jaciara,Casas,80,3,2,2
970030,69037061,Manaus,Ponta Negra,Oeste,Alameda Zaire,Apartamentos,141,3,2,3
999000,null,null,null,null,null,Casas,336,3,3,5
325000,69043360,Manaus,Alvorada,Centro-Oeste,Rua Arguerita,Casas,160,4,2,2
876690,69037061,Manaus,Ponta Negra,Oeste,Alameda Zaire,Apartamentos,123,3,2,2
1300000,69098454,Manaus,Novo Aleixo,Norte,Rua Cachoeira da Onça,Casas,180,4,4,4
250000,69075000,Manaus,Distrito Industrial I,Sul,Avenida Buriti,Apartamentos,72,3,1,1
97000,69059420,Manaus,Santa Etelvina,Norte,Rua Nossa Senhora de Fátima,Apartamentos,43,2,1,1
320000,69023001,Manaus,Tarumã-Açu,Oeste,Avenida do Turismo,Casas,200,3,4,1
760000,69060020,Manaus,Aleixo,Centro-Sul,Avenida Ephigênio Salles,Apartamentos,106,3,2,1
190000,69098348,Manaus,Novo Aleixo,Norte,Rua Airton Rodrigues,Casas,70,2,1,2
190000,69010130,Manaus,Centro,Sul,Rua Simão Bolívar,Apartamentos,55,1,1,1
120000,69099255,Manaus,Cidade de Deus,Norte,Avenida Nossa Senhora de Fátima,Apartamentos,45,2,1,1
179920,69037478,Manaus,Nova Esperança,Oeste,Avenida Jufari,Casas,250,3,2,2
450000,69090002,Manaus,Cidade Nova,Norte,Avenida Max Teixeira - de 3039/3040 ao fim,Apartamentos,81,3,null,2
989057,69041010,Manaus,Tarumã,Oeste,Avenida do Turismo,Casas,175,3,5,5
462000,69058580,Manaus,Flores,Centro-Sul,Rua Marquês de Tamandaré,Apartamentos,85,3,2,3
450000,69049020,Manaus,Da Paz,Centro-Oeste,Rua Coronel Brito (Cj S Dumont),Casas,400,2,2,5
6963000,69057070,Manaus,Adrianópolis,Centro-Sul,Rua Teresina,Apartamentos,538,5,4,5
260009,69090000,Manaus,Cidade Nova,Norte,Avenida Noel Nutels - até 849/850,Casas,76,3,2,2
325000,69042080,Manaus,Alvorada,Centro-Oeste,Rua Clíssia Monteiro Maia,Casas,325,5,null,null
430000,69050030,Manaus,Parque 10 de Novembro,Centro-Sul,Avenida Mário Ypiranga - de 2386/2387 ao fim,Apartamentos,103,3,2,3
1500000,null,null,null,null,null,Casas,null,3,4,5
675000,69037145,Manaus,Ponta Negra,Oeste,Alameda Carlota Bonfim,Casas,100,2,null,2
1250000,69093415,Manaus,Colônia Terra Nova,Norte,Avenida Torquato Tapajós,Casas,286,3,2,3
155006,69028230,Manaus,Flores,Centro-Sul,Rua Argentina,Casas,50,2,2,2
150000,69041010,Manaus,Tarumã,Oeste,Avenida do Turismo,Apartamentos,41,2,1,1
null,69040611,Manaus,Chapada,Centro-Sul,Rua Marechal Odílio Denis (Prq Aripuanã),Apartamentos,200,4,2,4
240000,69058740,Manaus,Flores,Centro-Sul,Rua Visconde de Jequitinhonha,Casas,60,2,2,1
350000,69010040,Manaus,Centro,Sul,Rua Saldanha Marinho,Apartamentos,150,3,1,2
370,null,null,null,null,null,Casas,89,3,3,3
39000,69018692,Manaus,Lago Azul,Norte,Rua Grajaúna,Apartamentos,0,2,1,1
380000,69028360,Manaus,Flores,Centro-Sul,Rua São Judas Tadeu,Apartamentos,74,3,2,2
1789000,69053255,Manaus,São Geraldo,Centro-Sul,Avenida São Jorge,Apartamentos,235,4,4,4
600000,69053180,Manaus,Nossa Senhora das Graças,Centro-Sul,Avenida Rio Mar,Apartamentos,166,4,2,5
400000,69054000,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Dom João VI,Casas,90,3,2,2
250000,69015622,Manaus,Santa Etelvina,Norte,Rua Silves,Casas,60,2,5,2
695600,69037144,Manaus,Ponta Negra,Oeste,Avenida Frederico Baird,Casas,145,3,2,3
119000,69023097,Manaus,Tarumã-Açu,Oeste,Rua Mutum do Norte,Apartamentos,41,2,1,1
5200000,69060020,Manaus,Aleixo,Centro-Sul,Avenida Ephigênio Salles,Casas,900,4,5,5
199990,69022210,Manaus,Tarumã,Oeste,Rua Flamengo,Casas,null,3,4,4
380000,null,null,null,null,null,Casas,90,3,2,2
130000,69041363,Manaus,Tarumã,Oeste,Rua Praia de Canoa Quebrada,Apartamentos,42,2,1,1
435000,69058411,Manaus,Flores,Centro-Sul,Rua Goiás,Apartamentos,74,3,2,2
1500000,69041010,Manaus,Tarumã,Oeste,Avenida do Turismo,Apartamentos,81,3,1,3
360000,69090002,Manaus,Cidade Nova,Norte,Avenida Max Teixeira - de 3039/3040 ao fim,Apartamentos,80,2,1,2
450000,null,null,null,null,null,Casas,150,3,2,3
380000,69096390,Manaus,Cidade Nova,Norte,Rua São Joaquim,Casas,270,3,3,2
0,69088390,Manaus,Jorge Teixeira,Leste,Rua Acaeté,Casas,null,2,1,1
244200,69038490,Manaus,Lírio do Vale,Oeste,Rua Jequié,Casas,88,3,2,2
1500000,69037005,Manaus,Ponta Negra,Oeste,Avenida do Turismo,Casas,310,4,4,5
699000,69040000,Manaus,Dom Pedro I,Centro-Oeste,Avenida Pedro Teixeira,Apartamentos,110,3,0,4
1200000,69037005,Manaus,Ponta Negra,Oeste,Avenida do Turismo,Casas,190,3,null,3
500022,69044022,Manaus,Planalto,Centro-Oeste,Rua Croto,Casas,220,3,3,2
120000,69018150,Manaus,Lago Azul,Norte,Avenida Comendador José Cruz,Apartamentos,42,2,1,1
80000,69088347,Manaus,Jorge Teixeira,Leste,Rua Janaúba,Casas,80,3,1,2
660001,69040340,Manaus,Dom Pedro I,Centro-Oeste,Rua Rita G. Barros,Apartamentos,100,3,2,2
75000,69093467,Manaus,Colônia Terra Nova,Norte,Rua Êxodo,Casas,150,2,null,1
1280000,69037145,Manaus,Ponta Negra,Oeste,Alameda Carlota Bonfim,Casas,275,3,4,4
230000,69099432,Manaus,Cidade de Deus,Norte,Rua Isabel Pires,Casas,62,5,3,4
850000,69037144,Manaus,Ponta Negra,Oeste,Avenida Frederico Baird,Casas,155,3,2,4
188310,69086129,Manaus,Gilberto Mestrinho,Leste,Rua Raul Pavon,Apartamentos,43,2,1,1
170000,69021005,Manaus,Tarumã,Oeste,Avenida Dona Otília,Apartamentos,42,3,1,1
430000,69060020,Manaus,Aleixo,Centro-Sul,Avenida Ephigênio Salles,Apartamentos,85,3,2,2
2300000,69041010,Manaus,Tarumã,Oeste,Avenida do Turismo,Casas,325,4,4,5
380000,69050690,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Zulma de Azevêdo,Casas,246,3,3,1
680000,69053040,Manaus,Nossa Senhora das Graças,Centro-Sul,Rua Rio Itannana,Apartamentos,167,4,3,4
370000,69055180,Manaus,Parque 10 de Novembro,Centro-Sul,Rua dos Banibas,Apartamentos,78,3,1,2
180000,69093149,Manaus,Monte das Oliveiras,Norte,Avenida Arquiteto José Henriques B. Rodrigues,Casas,46,2,2,1
3000000,69037005,Manaus,Ponta Negra,Oeste,Avenida do Turismo,Casas,800,4,4,5
780000,69060000,Manaus,Aleixo,Centro-Sul,Avenida André Araújo,Apartamentos,152,4,2,3
320000,null,null,null,null,null,Apartamentos,90,3,1,2
150000,69015774,Manaus,Colônia Terra Nova,Norte,Rua 2 (Cj V Melhor IV),Apartamentos,100,3,null,2
851327,69037061,Manaus,Ponta Negra,Oeste,Alameda Zaire,Apartamentos,123,3,null,4
290001,69097770,Manaus,Cidade Nova,Norte,Rua Guaraçaí,Apartamentos,66,2,1,2
1300000,69025315,Manaus,Presidente Vargas,Sul,Avenida Constantino Nery,Apartamentos,30,1,0,1
